name,title,organization,num_resources,num_tags,license_id,isopen,state,first_resource_url,first_resource_format,first_resource_status,created,modified
cantidad-de-investigadores-que-estudiaron-en-universidades-publicas-por-grados-academicos,Cantidad de investigadores que estudiaron en universidades publicas por grados academicos,Plataforma Nacional de Datos Abiertos,1,6,,,Active,http://datos.concytec.gob.pe/sites/default/files/DAT_INV_GRA_ACA_2.xlsx,XLSX,0,"Vie, 10/21/2016 - 15:30","Vie, 06/12/2026 - 10:22"
viáticos-de-entidades,Viáticos de entidades,Plataforma Nacional de Datos Abiertos,1,5,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/ds_viatico_entidades_2016.csv,CSV,404,"Mié, 10/26/2016 - 13:02","Mié, 03/15/2017 - 13:58"
vehículos-de-entidades,Vehículos de entidades,Plataforma Nacional de Datos Abiertos,2,5,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/ds_vehiculo_entidades_2015.csv,CSV,200,"Mié, 10/26/2016 - 16:36","Mié, 03/15/2017 - 13:58"
publicidad-de-entidades,Publicidad de entidades,Plataforma Nacional de Datos Abiertos,2,5,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/ds_publicidad_entidades_2015.csv,CSV,200,"Mié, 10/26/2016 - 16:42","Mié, 03/15/2017 - 13:58"
teléfonos-de-entidades,Teléfonos de entidades,Plataforma Nacional de Datos Abiertos,2,5,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/ds_telefono_entidades_2015.csv,CSV,200,"Mié, 10/26/2016 - 16:49","Mié, 03/15/2017 - 13:58"
tramite-de-entidades,Tramite de entidades,Plataforma Nacional de Datos Abiertos,1,5,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/ds_tramite_entidades_2015.csv,CSV,200,"Mié, 11/02/2016 - 16:58","Mié, 03/15/2017 - 13:58"
ordenes-de-entidades,Ordenes de entidades,Plataforma Nacional de Datos Abiertos,2,5,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/ds_orden_entidades_2015.csv,CSV,200,"Vie, 10/28/2016 - 10:40","Mié, 03/15/2017 - 13:58"
valorización-de-pérdidas-por-presencia-de-enfermedades-nivel-de-región-política-años-2012,Valorización de pérdidas por presencia de enfermedades a nivel de región política: años 2012-2013-2014-2015. ,Plataforma Nacional de Datos Abiertos,1,2,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/Perdidas%20al%20VBP%20x%20efecto%20de%20plagas%202012_2014.xlsx,EXCEL,200,"Vie, 12/30/2016 - 17:12","Mié, 03/15/2017 - 17:02"
personal-de-entidades,Personal de entidades,Plataforma Nacional de Datos Abiertos,2,5,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/ds_personal_entidades_2015.csv,CSV,200,"Mié, 10/26/2016 - 17:07","Mié, 03/15/2017 - 13:58"
inscripción-de-empresas-cubicadoras-osinergmin,Inscripción de Empresas Cubicadoras - OSINERGMIN,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/STE-Registro-Empresas-Cubicadoras.xls,XLB,200,"Mar, 01/03/2017 - 08:53","Mié, 12/17/2025 - 11:57"
registro-de-hidrocarburos-líquidos-osinergmin,Registro de Hidrocarburos Líquidos - Osinergmin,Plataforma Nacional de Datos Abiertos,11,2,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/CDCLyOPDHconInstalacionesFijas.xls,XLB,200,"Mar, 01/03/2017 - 12:04","Mar, 04/07/2026 - 10:31"
registro-de-instaladores-habilitados-de-gas-natural-organismo-supervisor-de-la-inversión-en,Registro de instaladores habilitados de gas natural - [Organismo Supervisor de la Inversión en Energía y Minería - OSINERGMIN],Plataforma Nacional de Datos Abiertos,4,1,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/PersonaJuridica.pdf,PDF,200,"Mar, 01/03/2017 - 10:16","Vie, 07/24/2026 - 10:37"
boletin,Boletin,Plataforma Nacional de Datos Abiertos,1,1,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/BOLETIN%20INSTITUCIONAL%20N%C2%B001.pdf,PDF,200,"Mar, 01/03/2017 - 12:24","Jue, 07/06/2017 - 19:55"
instituciones-científicas-depositarias-de-material-biológico-serfor,Instituciones Científicas Depositarias de Material Biológico - SERFOR,Plataforma Nacional de Datos Abiertos,1,1,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/Instituciones%20Cientificas%20Depositarias%20de%20Material%20Biologico.xlsx,XLSX,200,"Mar, 01/03/2017 - 16:22","Mié, 03/08/2017 - 14:09"
registro-nacional-de-infractores-serfor,Registro Nacional de Infractores - SERFOR,Plataforma Nacional de Datos Abiertos,1,1,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/Registro%20Nacional%20de%20Infractores.xlsx,XLSX,200,"Mar, 01/03/2017 - 16:25","Vie, 06/17/2022 - 17:09"
boletín-estadístico-mensual-de-la-producción-y-comercialización-avícola,BOLETÍN ESTADÍSTICO MENSUAL DE LA PRODUCCIÓN Y COMERCIALIZACIÓN AVÍCOLA ,Plataforma Nacional de Datos Abiertos,44,1,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/cuadros-produccion-comercializacion-avicola-set16.xls,XLB,200,"Mié, 01/04/2017 - 10:00","Mié, 11/08/2017 - 17:49"
boletín-estadístico-mensual-de-la-producción-y-comercialización-avícola-–-octubre-2016,Boletín Estadístico Mensual de la Producción y Comercialización Avícola – Octubre 2016-DGESEP-DEA,Plataforma Nacional de Datos Abiertos,0,0,,,Active,,,,"Mié, 01/04/2017 - 16:12","Mié, 03/08/2017 - 12:21"
registro-de-cultivares-comerciales-nivel-nacional,Registro de Cultivares Comerciales a Nivel Nacional,Plataforma Nacional de Datos Abiertos,9,3,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/Registro%20Cultivar%20Comercial%20%282016-12%29.xls,EXCEL,200,"Mié, 01/04/2017 - 10:36","Mié, 07/12/2017 - 14:41"
boletin-hidrometeorológico,BOLETIN hidrometeorológico,Plataforma Nacional de Datos Abiertos,1,1,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/bolitin%202016%20.ZIP,ZIP,200,"Mar, 01/10/2017 - 15:51","Jue, 07/06/2017 - 19:55"
temperatura-agua-y-ambiente-nodo-sensor-puerto-maldonado-represa-iiap,Temperatura Agua y Ambiente Nodo Sensor  Puerto Maldonado Represa- IIAP,Plataforma Nacional de Datos Abiertos,1,1,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/SIMonitoreoIIAP-DatosHistoricos.xlsx,XLSX,200,"Mié, 01/11/2017 - 10:25","Jue, 07/16/2026 - 11:37"
cuadro-estadistico-de-autorización-de-desbosque-serfor,Cuadro Estadistico de Autorización de Desbosque - SERFOR,Plataforma Nacional de Datos Abiertos,1,1,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/Cuadro%20Estadistico%20de%20Autorizaci%C3%B3n%20de%20Desbosque%20%202016.xls,XLSX,200,"Mié, 01/11/2017 - 16:06","Mié, 03/08/2017 - 14:09"
ley-de-agricultura-familiar,Ley de Agricultura Familiar ,Plataforma Nacional de Datos Abiertos,1,2,,,Active,http://www.agriculturafamiliarperu.pe/wp-content/uploads/2016/09/doc_ley_30355_pe__af.pdf,PDF,0,"Vie, 01/20/2017 - 17:48","Mié, 03/15/2017 - 13:58"
reglamento-de-la-ley-de-agricultura-familiar,Reglamento de la Ley de Agricultura Familiar,Plataforma Nacional de Datos Abiertos,1,1,,,Active,http://www.agriculturafamiliarperu.pe/wp-content/uploads/2016/10/D.S.-015-2016-MINAGRI-Reglamento-de-Ley-de-Agricultura-Familiar.pdf,PDF,0,"Vie, 01/20/2017 - 17:55","Mié, 03/08/2017 - 14:09"
autorizaciones-de-investigaciones-científicas-serfor,Autorizaciones de Investigaciones Científicas - SERFOR,Plataforma Nacional de Datos Abiertos,1,1,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/Autorizaciones%20de%20Investigaciones%20Cient%C3%ADficas.xlsx,XLSX,200,"Mié, 01/11/2017 - 16:12","Mié, 03/08/2017 - 14:09"
relación-de-promotores-certificados-en-manejo-de-camélidos,Relación de Promotores CERTIFICADOS en Manejo de Camélidos,Plataforma Nacional de Datos Abiertos,1,1,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/RELACION%20DE%20TALENTOS%20CERTIFICADOS%20para%20datos%20abiertos.csv,CSV,200,"Vie, 01/20/2017 - 18:29","Mié, 03/08/2017 - 14:09"
directorio-de-talentos-rurales-certificados-en-manejo-de-plantones-de-cacao-2016,Directorio de Talentos Rurales Certificados en Manejo de Plantones de Cacao 2016,Plataforma Nacional de Datos Abiertos,1,2,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/RELACION%20CERTIFICADOS%20EN%20CACAO%20PARA%20PORTAL.xlsx,EXCEL,200,"Vie, 01/20/2017 - 18:38","Mié, 03/08/2017 - 14:09"
directorio-de-talentos-rurales-certificados-en-manejo-de-café-y-especies-asociadas,Directorio de Talentos Rurales Certificados en manejo de Café y Especies Asociadas,Plataforma Nacional de Datos Abiertos,0,2,,,Active,,,,"Vie, 01/20/2017 - 18:41","Mié, 03/08/2017 - 12:27"
directorio-de-talentos-rurales-certificados-por-agro-rural-en-manejo-de-café-y-especies,Directorio de Talentos Rurales Certificados por AGRO RURAL en manejo de Café y Especies Asociadas ,Plataforma Nacional de Datos Abiertos,1,2,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/Relaci%C3%B3n%20de%20certificados%20%20Cafe%202016%20-%20para%20portal.xlsx,EXCEL,200,"Vie, 01/20/2017 - 18:45","Mié, 03/15/2017 - 17:02"
monto-del-seguro-catastrófico-según-región-y-cultivo,"Monto del seguro catastrófico, según región y cultivo",Plataforma Nacional de Datos Abiertos,1,1,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/seguro.catastrofico.csv,CSV,200,"Dom, 02/05/2017 - 22:33","Mié, 03/15/2017 - 17:02"
plan-nacional-de-renovación-de-cafetales,Plan Nacional de renovación de cafetales,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/Plan%20Nacional%20de%20renovaci%C3%B3n%20de%20cafetales%20a%202%2C016.xlsx,EXCEL,200,"Lun, 01/23/2017 - 16:54","Mié, 03/15/2017 - 17:02"
directorio-de-gestores-de-sierra-y-selva-exportadora,Directorio de Gestores de Sierra y Selva Exportadora,Plataforma Nacional de Datos Abiertos,1,2,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/GESTORES.csv,CSV,200,"Mar, 02/07/2017 - 17:58","Mié, 03/08/2017 - 14:09"
boletín-estadístico-de-comercio-exterior-agrario,BOLETÍN ESTADÍSTICO DE COMERCIO EXTERIOR AGRARIO,Plataforma Nacional de Datos Abiertos,40,1,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/recursos/2017/09/COMERCIO%20EXTERIOR%20AGRARIO%20ENERO%202017.pdf,PDF,200,"Lun, 02/06/2017 - 10:59","Mar, 11/07/2017 - 11:43"
boletín-agrícola-pecuario-y-avícola-2016,Boletín Agrícola Pecuario y Avícola  2016,Plataforma Nacional de Datos Abiertos,3,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/BOLET%C3%8DN%20AGR%C3%8DCOLA%20PECUARIO%20y%20AV%C3%8DCOLA%20%20DICIEMBRE%202016.pdf,PDF,200,"Mié, 03/01/2017 - 14:18","Mié, 03/15/2017 - 11:35"
disponibilidad-y-precio-de-venta-de-reproductores-en-estaciones-experimentales-agrarias,DISPONIBILIDAD Y PRECIO DE VENTA DE REPRODUCTORES EN ESTACIONES EXPERIMENTALES AGRARIAS,Plataforma Nacional de Datos Abiertos,1,1,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/DISPONIBILIDAD%20Y%20PRECIO%20DE%20VENTA%20DE%20REPRODUCTORES%20EN%20ESTACIONES%20EXPERIMENTALES%20AGRARIAS.xlsx,EXCEL,200,"Mar, 03/21/2017 - 11:31","Vie, 07/07/2017 - 20:07"
lista-de-visitas-al-psi-2017,Lista de Visitas al PSI - 2017,Plataforma Nacional de Datos Abiertos,2,3,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/VISITAS%20ENERO%202017.xls,XLS,200,"Mar, 03/28/2017 - 09:29","Vie, 11/18/2022 - 10:41"
catastro-forestal-nivel-nacional-serfor,Catastro Forestal (Nivel Nacional) - SERFOR,Plataforma Nacional de Datos Abiertos,2,1,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/Catastro%20Forestal%20Marzo%202017_0.zip,ARCGIS,200,"Lun, 04/10/2017 - 10:53","Mié, 02/12/2025 - 18:34"
sunarp-2-registro-de-bienes-muebles,SUNARP | 2. REGISTRO DE BIENES MUEBLES,Plataforma Nacional de Datos Abiertos,1,4,,,Active,https://www.gob.pe/institucion/sunarp/informes-publicaciones/1433955-2-registro-de-bienes-muebles-ogpp,,200,"Mié, 04/12/2017 - 16:28","Mié, 01/21/2026 - 17:55"
sunarp-1-registro-de-propiedad-inmueble,SUNARP | 1. REGISTRO DE PROPIEDAD INMUEBLE,Plataforma Nacional de Datos Abiertos,1,7,,,Active,https://www.gob.pe/institucion/sunarp/informes-publicaciones/1433948-1-registro-de-propiedad-inmueble-ogpp,DATA,200,"Mié, 04/12/2017 - 08:20","Mié, 01/21/2026 - 17:55"
sunarp-3-registro-de-personas-naturales,SUNARP | 3. REGISTRO DE PERSONAS NATURALES,Plataforma Nacional de Datos Abiertos,1,5,,,Active,https://www.gob.pe/institucion/sunarp/informes-publicaciones/1433961-3-registro-de-personas-naturales-ogpp,,200,"Mié, 04/12/2017 - 16:40","Mié, 01/21/2026 - 17:56"
sunarp-4-registro-de-personas-jurídicas,SUNARP | 4. REGISTRO DE PERSONAS JURÍDICAS,Plataforma Nacional de Datos Abiertos,1,4,,,Active,https://www.gob.pe/institucion/sunarp/informes-publicaciones/1433963-4-registro-de-personas-juridicas-ogpp,,200,"Mié, 04/12/2017 - 16:45","Mié, 01/21/2026 - 17:57"
sunarp-7-títulos-presentados-e-inscritos-consolidado-de-los-cuatro-registros,SUNARP | 7. TÍTULOS PRESENTADOS E INSCRITOS (CONSOLIDADO DE LOS CUATRO REGISTROS),Plataforma Nacional de Datos Abiertos,1,2,,,Active,https://www.gob.pe/institucion/sunarp/informes-publicaciones/1433973-7-titulos-presentados-e-inscritos-consolidados-de-los-cuatro-registros-ogpp,,200,"Mié, 04/12/2017 - 17:07","Mié, 01/21/2026 - 17:53"
sunarp-6-servicios-registrales,SUNARP | 6. SERVICIOS REGISTRALES,Plataforma Nacional de Datos Abiertos,1,1,,,Active,https://www.gob.pe/institucion/sunarp/informes-publicaciones/1433966-6-servicios-registrales-ogpp,,200,"Mié, 04/12/2017 - 17:04","Mié, 01/21/2026 - 17:58"
precios-por-productos-variedad-año-2017-kg,PRECIOS POR PRODUCTOS VARIEDAD AÑO 2017  KG.,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/prec.mensual.xlsx,XLSX,200,"Lun, 04/24/2017 - 12:33","Vie, 07/07/2017 - 20:07"
ingreso-diarios-de-precios-por-variedad-de-producto-en-kg-abril-2017,INGRESO DIARIOS DE PRECIOS POR VARIEDAD  DE PRODUCTO EN KG.  ABRIL  2017,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/PRC.ABRIL_.xlsx,XLSX,200,"Lun, 04/24/2017 - 12:24","Vie, 07/07/2017 - 20:07"
ingreso-diario-de-volumenes-tm-de-productos-al-gmml-del-01-al-18-de-abril-2017,INGRESO DIARIO DE VOLUMENES ( TM ) DE PRODUCTOS AL GMML	- DEL   01 AL 18   DE  ABRIL  2017,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/VOL.ABRIL_.xlsx,XLSX,200,"Lun, 04/24/2017 - 12:36","Vie, 07/07/2017 - 20:07"
volumenes-y-procedencias-del-producto-del-año-2017,VOLUMENES Y PROCEDENCIAS DEL PRODUCTO DEL AÑO: 2017,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/VOL.PROC_.PROD_..xlsx,XLSX,200,"Lun, 04/24/2017 - 12:38","Vie, 07/07/2017 - 20:07"
volumenes-de-producto-por-varieadad-tm-del-año-2017,VOLUMENES DE PRODUCTO POR VARIEADAD   TM. DEL AÑO 2017,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/VOL.PROD_..xlsx,XLSX,200,"Lun, 04/24/2017 - 12:39","Vie, 07/07/2017 - 20:07"
ingreso-diarios-de-precios-por-variedad-de-producto-en-kg-del-01-al-19-de-abril-2017,INGRESO DIARIOS DE PRECIOS POR VARIEDAD  DE PRODUCTO EN KG.  DEL 01 AL 19 DE ABRIL  2017,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/PRC.ABRIL__0.xlsx,XLSX,200,"Lun, 04/24/2017 - 15:43","Vie, 07/07/2017 - 20:07"
ingreso-diario-de-volumenes-tm-de-productos-al-gmml-del-01-al-19-de-abril-2017,INGRESO DIARIO DE VOLUMENES ( TM ) DE PRODUCTOS AL GMML DEL   01 AL 19   DE  ABRIL  2017,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/VOL.ABRIL__0.xlsx,XLSX,200,"Lun, 04/24/2017 - 15:39","Vie, 07/07/2017 - 20:07"
precios-por-productos-variedad-año-2017-kg-del-01-al-19-de-abril,PRECIOS POR PRODUCTOS VARIEDAD AÑO 2017  KG. DEL 01 AL 19 DE ABRIL,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/prec.mensual_0.xlsx,XLSX,200,"Lun, 04/24/2017 - 15:44","Vie, 07/07/2017 - 20:07"
volumenes-de-producto-por-varieadad-tm-del-01-al-19-de-abril-del-año-2017,VOLUMENES DE PRODUCTO POR VARIEADAD   TM. DEL 01 AL 19 DE ABRIL DEL AÑO 2017 ,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/VOL.PROD_._0.xlsx,XLSX,200,"Lun, 04/24/2017 - 15:47","Vie, 07/07/2017 - 20:07"
ingreso-diario-de-volumenes-tm-de-productos-al-gmml-del-01-al-20-de-abril-2017,INGRESO DIARIO DE VOLUMENES ( TM ) DE PRODUCTOS AL GMML DEL   01 AL 20  DE  ABRIL  2017,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/VOL.ABRIL__1.xlsx,XLSX,200,"Lun, 04/24/2017 - 15:53","Vie, 07/07/2017 - 20:07"
volumenes-y-procedencias-del-producto-del-año-2017-del-01-al-19-de-abril,VOLUMENES Y PROCEDENCIAS DEL PRODUCTO DEL AÑO:    2017 DEL 01 AL 19 DE ABRIL,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/VOL.PROC_.PROD_._0.xlsx,XLSX,200,"Lun, 04/24/2017 - 15:49","Vie, 07/07/2017 - 20:07"
precios-por-productos-variedad-del-01-al-20-de-abril-año-2017-kg,PRECIOS POR PRODUCTOS VARIEDAD DEL 01 AL 20 DE ABRIL  AÑO 2017  KG.,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/prec.mensual_1.xlsx,XLSX,200,"Lun, 04/24/2017 - 15:59","Vie, 07/07/2017 - 20:07"
sunarp-5-publicidad-registral,SUNARP | 5. PUBLICIDAD REGISTRAL,Plataforma Nacional de Datos Abiertos,1,2,,,Active,https://www.gob.pe/institucion/sunarp/informes-publicaciones/1433964-5-publicidad-registral-ogpp,,200,"Mié, 04/12/2017 - 17:00","Mié, 01/21/2026 - 17:57"
ingreso-diarios-de-precios-por-variedad-de-producto-en-kg-del-01-al-20-de-abril-2017,INGRESO DIARIOS DE PRECIOS POR VARIEDAD  DE PRODUCTO EN KG.  DEL 01 AL 20 DE ABRIL  2017,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/PRC.ABRIL__1.xlsx,XLSX,200,"Lun, 04/24/2017 - 15:54","Vie, 07/07/2017 - 20:07"
volumenes-y-procedencias-del-producto-del-01-al-20-del-año-2017,VOLUMENES Y PROCEDENCIAS DEL PRODUCTO DEL 01 AL 20 DEL AÑO:    2017,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/VOL.PROC_.PROD_._1.xlsx,XLSX,200,"Lun, 04/24/2017 - 16:04","Vie, 07/07/2017 - 20:07"
volumenes-de-producto-por-varieadad-tm-del-01-al-20-del-año-2017,VOLUMENES DE PRODUCTO POR VARIEADAD   TM. DEL 01 AL 20 DEL AÑO 2017,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/VOL.PROD_._1.xlsx,XLSX,200,"Lun, 04/24/2017 - 16:03","Vie, 07/07/2017 - 20:07"
ingreso-diarios-de-precios-por-variedad-de-producto-en-kg-del-01-al-21-de-abril-2017,INGRESO DIARIOS DE PRECIOS POR VARIEDAD  DE PRODUCTO EN KG. DEL 01 AL 21 DE ABRIL  2017,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/PRC.ABRIL__2.xlsx,XLSX,200,"Mar, 04/25/2017 - 08:23","Vie, 07/07/2017 - 20:07"
precios-por-productos-variedad-del-01-al-21-de-abril-del-año-2017-kg,PRECIOS POR PRODUCTOS VARIEDAD DEL 01 AL 21 DE ABRIL DEL AÑO 2017  KG.,Plataforma Nacional de Datos Abiertos,1,0,,,Active,https://www.datosabiertos.gob.pe/sites/default/files/prec.mensual_2.xlsx,XLSX,200,"Mar, 04/25/2017 - 08:25","Vie, 07/07/2017 - 20:07"
